zeta_46m,phi_theta
-0.093717456,8.76998403847
-0.09307594,2.52092733025
-0.092441737,2.07842215565
-0.091516595,1.97488418283
-0.09151648,4.25604815223
-0.090902511,1.8559802633
-0.089633857,1.72612644363
-0.089523358,1.92341474304
-0.089002971,2.30755799053
-0.087867003,1.9777905208
-0.086364253,2.22663310667
-0.08527933,5.52592171601
-0.084451623,7.56325486629
-0.084403038,8.15106895382
-0.083953205,1.89608371341
-0.080184337,5.36522273666
-0.078792565,2.73973364207
-0.075477408,12.9385439873
-0.07503733,17.1888547635
-0.073536116,2.70331992613
-0.072295859,2.53355400859
-0.070645355,3.34955246292
-0.070498268,6.31930513884
-0.070104441,4.19289169447
-0.069187199,4.04102843552
-0.068237496,7.30814819737
-0.067813214,4.91908867986
-0.062727533,8.69693385066
-0.061685897,7.84536872657
-0.061623519,4.368404088
-0.061150011,7.0891950101
-0.060028336,13.7456468037
-0.059365398,7.52934112189
-0.056776833,2.59190704388
-0.056052811,14.0891733351
-0.055460536,15.0293459607
-0.054497541,9.96725536464
-0.054109127,3.8147519664
-0.053261068,3.73479959832
-0.052726811,3.33011406338
-0.05211306,2.45362200188
-0.049960529,18.9433106098
-0.049068516,18.64709738
-0.048869897,6.29213750712
-0.043077708,4.08607117079
-0.043072541,6.40300689396
-0.040396814,9.27307806267
-0.038556996,12.856699351
-0.038147684,17.6926854215
-0.035029019,4.72938097338
-0.033895552,5.22678265219
-0.033828429,19.4566880652
-0.033670844,16.0578741803
-0.032518586,8.13994507762
-0.032455779,24.8321966749
-0.022332252,7.63298124971
-0.021638168,28.5052534554
-0.021552191,5.30176256019
-0.021317433,11.409965367
-0.020917143,3.71660745682
-0.01922773,3.62377966328
-0.016337422,20.9417709894
-0.0095643505,7.17184772675
-0.0011953999,6.79526120962
0.00080273778,7.2889953472
0.0082582868,4.7367408194
0.014824954,6.07178837957
0.015049453,11.1361726883
0.016200944,4.33531744044
0.017061708,16.675351852
0.019227662,2.99355604877
0.021027446,9.60788144237
0.029303874,4.55360882051
0.030967825,8.24029235045
0.03210542,3.22583786607
0.034923787,6.96476303745
0.035401253,3.97821920099
0.03829262,3.02436304752
0.041570876,4.66738196787
0.05047965,3.2244694467
0.056289919,3.33693258696
0.058743591,5.87236247096
0.063302673,7.08051881432
0.073865822,3.08305294001
0.079364029,3.55466675358
0.08070109,2.59156031824
0.084920457,3.09850771786
0.085242708,3.61932449521
0.088528207,2.6808202403
0.091719962,2.52715035843
0.095125779,2.84482848188
0.098845546,5.41547962531
0.10003761,2.65329419806
0.1068112,2.40238593389
0.10812962,3.70002778717
0.10861288,2.90687840498
0.11677028,2.39732162403
0.1174223,2.43947291538
0.11861372,3.26107019093
0.13331887,4.492273767
0.1333926,2.70539637085
0.13506547,2.47241113074
0.13651869,3.26357264766
0.13708425,2.93446277113
0.13755188,2.48528303441
0.13837147,7.39110302568
0.13862128,4.56773458599
0.14188832,3.00160410861
0.14312241,2.98449547628
0.14585928,2.12494870303
0.14663922,3.31774398222
0.14983066,2.85909335023
0.15442666,3.07560474946
0.15626732,2.48699179262
0.15634153,2.76457134563
0.1569253,5.64143825131
0.15712479,2.28861887766
0.17458392,3.39786745789
0.1798471,3.73529795994
0.18265816,4.03366394644
0.18719602,4.16390512161
0.19331193,2.38568291298
0.19686682,2.59050259835
0.19749902,2.80832919644
0.20204054,2.54840652474
0.21149413,7.5332905492
0.22417408,1.98404351577
0.22461659,2.5383804513
0.22529303,2.83821578301
0.22765276,2.57415335513
0.23025678,3.64194998495
0.23457208,4.25185986779
0.24080614,3.26515985046
0.2441673,3.07867201132
0.24593457,2.35179897472
0.24811371,2.25033689954
0.26023556,2.8037667308
0.26220332,2.52029135118
0.26672748,3.27486454516
0.26917817,1.98579181771
0.26936732,2.31353962685
0.27292089,2.60088909101
0.27465825,3.84306307224
0.27789728,2.11067057255
0.27816529,3.70109507777
0.28042247,2.13941500205
0.28564059,3.39049537478
0.3024312,4.24727337027
0.30774016,2.88479562439
0.30798585,2.36264834377
0.31610456,2.87184098412
0.31695378,2.06867337522
0.32776808,3.35790623465
0.34293075,3.90576301128
0.34880483,2.25874160219
0.35300523,3.04153488102
0.35765863,2.57978065669
0.36531881,2.57287564444
0.36605434,3.43100874157
0.36843918,2.27328427013
0.37202005,4.33515495236
0.37660857,3.2443123749
0.37972415,2.29032058718
0.3797351,3.9174845417
0.38119416,3.13319238906
0.38522583,7.0742043141
0.40015152,2.56898135642
0.40146407,2.42497531663
0.40767416,2.03960952687
0.41046823,3.00646883799
0.41256567,2.43760152183
0.41369219,3.88128987534
0.4150951,2.8530275576
0.41590175,3.62689171397
0.41925665,4.06285330458
0.42510985,2.79082165792
0.42938721,3.63772318809
0.43383754,2.28826497303
0.43910593,3.55407160026
0.43980133,3.9978460156
0.4408482,2.58919750108
0.4415485,2.35018421917
0.44310029,2.12737893961
0.45066119,2.46002969343
0.45415048,2.04012838439
0.45651693,9.92412427585
0.45954287,2.37544940479
0.4707415,4.25349465003
0.47214293,3.69488771589
0.47255084,3.03431322817
0.47299499,2.42998923628
0.47975348,4.02876098111
0.48185057,3.28363402954
0.48794868,2.5001206883
0.48992551,3.19051605994
0.49756114,3.11020882044
0.50399917,2.42554536743
0.50800996,2.8573237621
0.50864017,5.86570695899
0.51734946,2.77041456792
0.52466121,2.55349639349
0.53185049,2.16327515126
0.54065862,3.81332421911
0.54989089,2.12121016955
0.55371178,2.36775697761
0.55455483,5.01558323015
0.55473568,3.00631002309
0.55672674,2.9269948794
0.55852451,2.41989889837
0.56415796,3.0281180763
0.57591318,2.85535112583
0.57710151,2.31273480821
0.58302921,4.49342300819
0.58489915,2.42863854239
0.58669035,3.30360343957
0.59129736,3.00632916776
0.59923681,4.19947402858
0.60795247,3.35213330794
0.60919865,3.882740114
0.61007077,2.32550793783
0.61131566,2.27808418319
0.62451312,3.33667719262
0.62707223,2.64560982186
0.64062586,3.48312975688
0.64779889,2.23316053075
0.65353328,2.24804948379
0.66044116,2.37361393146
0.66516569,3.11053121479
0.67452181,2.00911447043
0.67469012,2.56080365679
0.67556356,2.77841284449
0.67841279,2.4712871113
0.67876846,2.19105893931
0.68331351,2.68610697132
0.68912944,2.80026460149
0.6919474,2.66255290677
0.6959826,2.13436249498
0.70251226,3.03819899683
0.71284743,3.95993437039
0.73376369,2.27458132648
0.73526176,4.24165250926
0.73925997,3.55417137834
0.74027682,2.48337234721
0.74414344,2.64997196505
0.74819416,3.27574617938
0.7483376,2.231575563
0.74955145,2.49034764243
0.75365886,3.29161239513
0.76336743,2.19050701915
0.76371572,3.04442164665
0.7680913,2.50978148153
0.76996609,2.24327759215
0.77726559,2.41879275455
0.77876619,2.76561428419
0.78330351,3.58246280151
0.78829915,2.06364482545
0.79461036,2.14538048118
0.83040956,2.63061349884
0.85672842,2.05335843015
0.86074778,2.73925258397
0.86323631,2.50254488596
0.87155526,2.25325593196
0.87647268,2.25373385117
0.8984894,2.20887035259
0.90078438,3.99014366837
0.90246293,2.58918164243
0.90504055,2.54060950389
0.9272158,2.17318790527
0.93321751,2.89495113189
0.93658369,3.41502299441
0.93811372,2.60642527832
0.94105546,2.59281791275
0.95616648,3.34656526808
0.96036386,2.40869058068
0.970044,3.45474692132
0.99024141,2.23275609304
0.99044285,2.45053303307
1.0019321,2.92296760486
1.0155243,2.856687145
1.0644979,3.46420047645
1.0656916,2.10813395752
1.069175,5.00372405561
1.0746901,2.83453269868
1.086253,2.09903900947
1.0943964,2.12676502254
1.0948197,2.60640003266
1.0958763,2.64095019495
1.158486,2.1399867322
1.1652653,3.38055533992
1.1889647,3.00193474741
1.1948138,2.48561155265
1.1948837,3.17452434626
1.1976126,2.21258620155
1.2106967,3.78113146427
1.2210589,3.05289393009
1.2384848,2.35596183447
1.247132,2.68234378143
1.2505006,2.04102009924
1.259041,2.06130756684
1.284118,2.44059252023
1.3069895,2.42227399968
1.3774473,2.60082842959
1.3915676,1.89733560388
1.4432392,2.54008627668
