zeta_46m,phi_w
-0.11131774,1.29772152686
-0.11100805,1.07854160242
-0.11015865,1.18952719415
-0.10973294,1.12417995176
-0.10925562,1.06791327177
-0.10904027,1.12831465054
-0.10876101,1.00828259814
-0.10861067,1.08244981556
-0.10795125,1.19028853887
-0.10760459,1.18495208176
-0.10594536,1.17761221122
-0.1047258,1.1723980307
-0.10466971,1.11153348677
-0.10452396,1.33575021005
-0.10431673,1.17300115702
-0.1030195,0.996719885058
-0.10296963,1.02985172475
-0.10172317,1.03930473926
-0.10060502,1.28385687344
-0.099552162,1.09320379163
-0.098681663,1.00348019262
-0.098218687,1.26520922839
-0.097629272,1.20295535462
-0.095680635,1.0608430661
-0.095274576,1.37615002963
-0.095047561,1.03302456796
-0.094191464,1.09574620123
-0.094041444,1.29606093749
-0.093717456,1.21532039193
-0.09307594,1.13527436276
-0.092441737,1.03897238274
-0.091516595,1.19630651908
-0.09151648,1.19736834196
-0.090902511,1.17016419182
-0.089633857,1.26657748753
-0.089523358,1.1735557055
-0.089002971,1.22897390326
-0.087867003,1.20482553131
-0.086364253,1.11979011609
-0.08527933,1.13428276246
-0.084451623,1.07945375503
-0.084403038,1.08877303985
-0.083953205,1.18836267028
-0.080184337,1.12511151266
-0.078792565,1.16946517952
-0.075477408,1.25548938844
-0.07503733,1.25881280218
-0.073536116,1.19894181691
-0.072295859,1.22989764548
-0.070645355,1.26756876874
-0.070498268,1.14694985831
-0.070104441,1.04711722489
-0.069187199,1.12933892327
-0.068237496,1.13168280585
-0.067813214,1.08426179141
-0.062727533,1.31378527856
-0.061685897,1.35318096133
-0.061623519,1.09569482108
-0.061150011,1.16245041639
-0.060028336,1.30513264043
-0.059365398,1.08880774717
-0.056776833,1.11986200382
-0.056052811,1.16359634947
-0.055460536,1.14701522326
-0.054497541,1.10041665975
-0.054109127,1.15829925407
-0.053261068,1.07204808461
-0.052726811,1.10503913552
-0.05211306,1.22102114829
-0.049960529,1.15994605155
-0.049068516,1.26620732566
-0.048869897,1.18747593175
-0.043077708,0.997012714908
-0.043072541,1.02584084514
-0.040396814,1.19228424067
-0.038556996,1.11589752323
-0.038147684,1.21641931598
-0.035029019,1.07811616809
-0.033895552,1.10660760638
-0.033828429,1.17310398312
-0.033670844,1.19580084322
-0.032518586,1.17992338898
-0.032455779,1.22085505952
-0.022332252,0.958656192561
-0.021638168,1.15802390076
-0.021552191,1.14858016916
-0.021317433,1.12652057198
-0.020917143,1.11137963886
-0.01922773,1.08601510302
-0.016337422,1.11740110038
-0.0095643505,1.29100381185
-0.0011953999,1.20688002944
0.00080273778,1.03730190756
0.0082582868,1.1278989464
0.014824954,1.07998879776
0.015049453,1.26517529737
0.016200944,1.24944655353
0.017061708,1.13027543228
0.019227662,1.15550593253
0.021027446,1.29013324084
0.029303874,1.16045438352
0.030967825,1.12195177841
0.03210542,1.0303760123
0.034923787,1.0726140362
0.035401253,1.16592752411
0.03829262,1.10431609665
0.041570876,1.08593500362
0.05047965,1.12140038548
0.056289919,1.07919100012
0.058743591,1.23548907337
0.063302673,1.14932385499
0.073865822,1.02126120938
0.079364029,1.22038792226
0.08070109,1.00144966864
0.084920457,1.27470212776
0.085242708,1.05060051888
0.088528207,1.41219091883
0.091719962,1.17341214735
0.095125779,1.05752616528
0.098845546,1.21398928465
0.10003761,1.01904411583
0.1068112,1.10194087388
0.10812962,1.24245637498
0.10861288,1.11687685107
0.11677028,1.20861097834
0.1174223,1.22105747447
0.11861372,1.13815023781
0.13331887,1.39704896833
0.1333926,1.13625020704
0.13506547,1.16944465716
0.13651869,1.09122365785
0.13708425,1.13894045994
0.13755188,1.22879277997
0.13837147,1.3391602083
0.13862128,1.26780827495
0.14188832,1.13922716313
0.14312241,1.11327131708
0.14585928,1.45615836155
0.14663922,1.11623124802
0.14983066,1.29702732343
0.15442666,1.10500598061
0.15626732,1.09349778992
0.15634153,1.12286207721
0.1569253,1.3078650774
0.15712479,1.28657409718
0.17458392,1.17284845307
0.1798471,1.24903352678
0.18265816,1.1920022172
0.18719602,1.27381983058
0.19331193,1.08777998517
0.19686682,1.1139306248
0.19749902,1.27551773266
0.20204054,1.44834453334
0.21149413,1.38728722574
0.22417408,1.43190385866
0.22461659,1.09479454646
0.22529303,1.24434697451
0.22765276,1.2353115962
0.23025678,1.53288651727
0.23457208,1.20801242865
0.24080614,1.13142815121
0.2441673,1.1371010931
0.24593457,1.33132329508
0.24811371,1.12125521334
0.26023556,1.29854723744
0.26220332,1.27489980829
0.26672748,1.18316700792
0.26917817,1.39691049489
0.26936732,1.1417521258
0.27292089,1.5969287196
0.27465825,1.28663042552
0.27789728,1.20577741896
0.27816529,1.06109823437
0.28042247,1.28698640419
0.28564059,1.56313024561
0.3024312,1.36210585028
0.30774016,1.51149122324
0.30798585,1.12900992411
0.31610456,1.19963447175
0.31695378,1.43215333508
0.32776808,1.19000521382
0.34293075,1.35129784192
0.34880483,1.46489509351
0.35300523,1.16442185668
0.35765863,1.33193543266
0.36531881,1.19364582723
0.36605434,1.2174388845
0.36843918,1.34855678218
0.37202005,1.17249819434
0.37660857,1.13315263669
0.37972415,1.21944742734
0.3797351,1.16587903548
0.38119416,1.19746519901
0.38522583,1.83126045193
0.40015152,1.25205508497
0.40146407,1.26694981361
0.40767416,1.31480553784
0.41046823,1.41937177309
0.41256567,1.30775710918
0.41369219,1.22944846818
0.4150951,1.27333448886
0.41590175,1.11830402706
0.41925665,1.16276436711
0.42510985,1.26720286608
0.42938721,1.24349403211
0.43383754,1.2136210044
0.43910593,1.51338291405
0.43980133,1.39402330992
0.4408482,1.36114025096
0.4415485,1.34006897484
0.44310029,1.27760735547
0.45066119,1.23725200681
0.45415048,1.25091272487
0.45651693,1.32184658657
0.45954287,1.36160518536
0.4707415,1.1499518111
0.47214293,1.14729686527
0.47255084,1.1128288304
0.47299499,1.22283687225
0.47975348,1.21132812639
0.48185057,1.27680909933
0.48794868,1.17728653028
0.48992551,1.36368468142
0.49756114,1.47953813869
0.50399917,1.17951163053
0.50800996,1.27536869285
0.50864017,1.44089557145
0.51734946,1.17095821043
0.52466121,1.40955583744
0.53185049,1.41186890588
0.54065862,1.32419082275
0.54989089,1.32468641203
0.55371178,1.29954124958
0.55455483,1.47516972321
0.55473568,1.25113672387
0.55672674,1.08569136291
0.55852451,1.22041580047
0.56415796,1.35981250556
0.57591318,1.43598651941
0.57710151,1.26367571437
0.58302921,1.39430752448
0.58489915,1.33279296922
0.58669035,1.2251568084
0.59129736,1.1887052111
0.59923681,1.29275915924
0.60795247,1.27740859868
0.60919865,1.26216212335
0.61007077,1.17848133082
0.61131566,1.30777304234
0.62451312,1.35792139724
0.62707223,1.33699100464
0.64062586,1.32908855717
0.64779889,1.23035234347
0.65353328,1.25019792675
0.66044116,1.54753522949
0.66516569,1.18425866064
0.67452181,1.32700528338
0.67469012,1.40303976828
0.67556356,1.26721113506
0.67841279,1.21327752678
0.67876846,1.37958203709
0.68331351,1.55517066772
0.68912944,1.51560669779
0.6919474,1.33665054111
0.6959826,1.27761525949
0.70251226,1.13122797725
0.71284743,1.24929906302
0.73376369,1.403382874
0.73526176,1.47173550153
0.73925997,1.3184426904
0.74027682,1.61340989923
0.74414344,1.32661703189
0.74819416,1.13577239908
0.7483376,1.59970422634
0.74955145,1.49367819637
0.75365886,1.53558169427
0.76336743,1.41421204243
0.76371572,1.43936779727
0.7680913,1.26867271308
0.76996609,1.275196215
0.77726559,1.28787617953
0.77876619,1.18036480123
0.78330351,1.42932097669
0.78829915,1.34127891506
0.79461036,1.75377856828
0.83040956,1.54790569334
0.85672842,1.37559769828
0.86074778,1.2463804933
0.86323631,1.48333462463
0.87155526,1.47704926636
0.87647268,1.39440426793
0.8984894,1.41735301217
0.90078438,1.37082058612
0.90246293,1.37604719724
0.90504055,1.60489450914
0.9272158,1.43008908776
0.93321751,1.44317490819
0.93658369,1.3272353969
0.93811372,1.31691893296
0.94105546,1.27496931567
0.95616648,1.44013861784
0.96036386,1.38296562464
0.970044,1.13566496934
0.99024141,1.34278075599
0.99044285,1.40894972966
1.0019321,1.35802442748
1.0155243,1.32492163675
1.0644979,1.4568257206
1.0656916,1.41683571998
1.069175,1.23371208154
1.0746901,1.34148985343
1.086253,1.56255028347
1.0943964,1.50812287321
1.0948197,1.56191636446
1.0958763,1.37225360594
1.158486,1.37704967697
1.1652653,1.58506328211
1.1889647,1.77322031881
1.1948138,1.38311267073
1.1948837,1.37726285642
1.1976126,1.4733593488
1.2106967,1.15890392195
1.2210589,1.28621219373
1.2384848,1.28804200711
1.247132,1.48883021066
1.2505006,1.85513989812
1.259041,1.60603455042
1.284118,1.52563519653
1.3069895,1.59735138424
1.3774473,1.59895237693
1.3915676,1.6432403043
1.4432392,1.43895613656
