zeta_46m,phi_q
-0.11779192,2.16780961342
-0.11704039,2.44056442939
-0.1161508,2.40188484809
-0.1159893,1.74497956467
-0.11523815,2.2381193903
-0.11493274,2.32569220516
-0.11435903,1.98004787997
-0.1141984,2.13273520744
-0.11408821,2.44822185237
-0.11380744,2.12028806759
-0.11356989,1.89319648277
-0.11323718,2.09991012727
-0.11131774,2.43076907937
-0.11100805,2.36504823366
-0.11015865,1.99978650428
-0.10973294,2.12487216863
-0.10925562,1.95574286111
-0.10904027,2.20316077758
-0.10876101,2.24513372559
-0.10861067,1.7776151767
-0.10795125,2.54119162234
-0.10760459,2.58673121269
-0.10594536,3.92572764343
-0.1047258,2.25701410138
-0.10466971,1.86623707365
-0.10452396,2.21340592116
-0.10431673,2.21173140815
-0.1030195,2.08603220324
-0.10296963,3.12887819771
-0.10172317,2.10934483128
-0.10060502,2.24111072266
-0.099552162,3.41391542238
-0.098681663,2.03180204918
-0.098218687,2.11492124351
-0.097629272,1.79377916373
-0.095680635,2.59289950533
-0.095274576,2.39147355766
-0.095047561,2.0267538814
-0.094191464,2.88484756615
-0.094041444,2.31031842733
-0.093717456,2.21146334601
-0.09307594,2.08426472471
-0.092441737,2.21441619783
-0.091516595,2.12097934977
-0.09151648,1.8274201679
-0.090902511,2.10306819958
-0.089633857,1.91119408423
-0.089523358,2.25134497596
-0.089002971,2.29517201969
-0.087867003,1.9284236236
-0.086364253,2.01234505068
-0.08527933,2.04154463429
-0.084451623,3.05634966594
-0.084403038,1.80982374838
-0.083953205,2.18575030209
-0.080184337,2.52665844663
-0.078792565,2.20548438305
-0.075477408,2.78484976281
-0.07503733,2.28399680424
-0.073536116,2.25231744898
-0.072295859,2.28588621248
-0.070645355,2.47692248532
-0.070498268,2.91424223976
-0.070104441,2.15045262408
-0.069187199,2.80781101146
-0.068237496,2.06846781791
-0.067813214,2.25189469768
-0.062727533,1.99911043002
-0.061685897,2.35704573277
-0.061623519,2.67917521953
-0.061150011,2.25941774245
-0.060028336,3.24595750909
-0.059365398,2.22328499122
-0.056776833,2.3147846229
-0.056052811,2.66341792199
-0.055460536,2.54960632203
-0.054497541,2.31023796345
-0.054109127,2.1468456264
-0.053261068,2.27274844382
-0.052726811,2.61920458873
-0.05211306,2.15343782484
-0.049960529,6.79881809405
-0.049068516,2.2347843866
-0.048869897,3.78054395703
-0.043077708,2.63785387178
-0.043072541,2.92683386637
-0.040396814,2.62310043203
-0.038556996,2.28083192892
-0.038147684,2.08546955073
-0.035029019,2.93922483378
-0.033895552,2.87815934166
-0.033828429,2.18162036077
-0.033670844,20.0138423661
-0.032518586,2.39044527597
-0.032455779,2.70158142615
-0.022332252,5.3812483615
-0.021638168,2.22749104354
-0.021552191,2.73355940611
-0.021317433,2.64215059819
-0.020917143,2.37743947742
-0.01922773,3.66019222607
-0.016337422,3.32692368139
-0.0095643505,1.85066547951
-0.0011953999,2.14995286169
0.00080273778,3.07880659266
0.0082582868,4.11029949369
0.014824954,7.35639228714
0.015049453,2.34072520143
0.016200944,2.38554391746
0.017061708,3.66731933835
0.019227662,2.22221696549
0.021027446,2.5688931314
0.029303874,2.40607661447
0.030967825,3.02328934512
0.03210542,3.21542479937
0.034923787,2.84275537297
0.035401253,1.99161823648
0.03829262,2.60353151404
0.041570876,6.46484917833
0.05047965,2.61590158085
0.056289919,5.1216943419
0.058743591,2.67095195225
0.063302673,7.43301591108
0.073865822,112.523572791
0.079364029,3.89308077265
0.08070109,2.25532650918
0.084920457,3.44335252011
0.085242708,3.87723068654
0.088528207,2.23616071116
0.091719962,2.29587428756
0.095125779,3.30463763858
0.098845546,7.06575867788
0.10003761,14.874840321
0.1068112,2.26873803609
0.10812962,10.5487662249
0.10861288,2.75488322251
0.11677028,2.4009400218
0.1174223,10.0136784036
0.11861372,8.23047657213
0.13331887,2.72523140192
0.1333926,1.97542222162
0.13506547,3.08290836543
0.13651869,2.88051772908
0.13708425,56.5636639202
0.13755188,2.91716967523
0.13837147,13.2243750998
0.13862128,23.734585723
0.14188832,13.4736111468
0.14312241,10.3977304199
0.14585928,2.95607067711
0.14663922,2.3289948854
0.14983066,3.70834274318
0.15442666,5.50502693467
0.15626732,5.23677509545
0.15634153,6.13555641895
0.1569253,4.19010291253
0.15712479,2.54041444904
0.17458392,18.2353723546
0.1798471,2.6934135789
0.18265816,7.99772408822
0.18719602,46.8089981175
0.19331193,11.5975871131
0.19686682,3.05271282107
0.19749902,2.40175970929
0.20204054,2.96334942243
0.21149413,4.49813833546
0.22417408,2.38753612905
0.22461659,3.08240427926
0.22529303,14.9554747515
0.22765276,6.56665484113
0.23025678,3.98209343509
0.23457208,17.0580083111
0.24080614,11.3702664783
0.2441673,3.23314411906
0.24593457,2.44000490347
0.24811371,2.46026104701
0.26023556,3.43876604136
0.26220332,2.14628625205
0.26672748,3.60172705392
0.26917817,2.26175387014
0.26936732,11.2289779961
0.27292089,3.76176939284
0.27465825,6.70577139374
0.27789728,11.3262115112
0.27816529,21.7080410633
0.28042247,4.5352034224
0.28564059,1.65952491854
0.3024312,7.44377730184
0.30774016,3.995948857
0.30798585,2.41513626676
0.31610456,2.94158221061
0.31695378,3.79077584005
0.32776808,4.209360232
0.34293075,5.83169623253
0.34880483,3.1135761799
0.35300523,19.8941903818
0.35765863,3.14557616059
0.36531881,2.72334095508
0.36605434,2.6247008982
0.36843918,2.71417411663
0.37202005,6.73088629734
0.37660857,3.24498792784
0.37972415,2.76810260908
0.3797351,8.41925351185
0.38119416,8.99248301214
0.38522583,13.4219275355
0.40015152,3.62674068448
0.40146407,2.90482092888
0.40767416,2.27835893217
0.41046823,4.10874798931
0.41256567,2.6521023769
0.41369219,4.44495557344
0.4150951,4.93047675752
0.41590175,10.6903364756
0.41925665,2.64346811081
0.42510985,3.49503939049
0.42938721,277.712486597
0.43383754,2.61749704447
0.43910593,6.39711774112
0.43980133,4.96633881725
0.4408482,3.08191181201
0.4415485,2.73628402913
0.44310029,2.63398395262
0.45066119,2.50371275254
0.45415048,2.25697248441
0.45651693,92.0572127446
0.45954287,27.9832096685
0.4707415,4.64446520084
0.47214293,4.33979775767
0.47255084,3.50924655557
0.47299499,3.01600634381
0.47975348,3.51856135971
0.48185057,66.1277894864
0.48794868,2.78907479201
0.48992551,5.3106139262
0.49756114,3.71574507529
0.50399917,3.15803087773
0.50800996,13.8973558694
0.50864017,6.92074442954
0.51734946,3.34001551298
0.52466121,4.24333902211
0.53185049,5.63892232497
0.54065862,5.83042726626
0.54989089,4.04757356729
0.55371178,3.75738327505
0.55455483,67.9806404733
0.55473568,8.39634539181
0.55672674,7.11626033112
0.55852451,3.48538326234
0.56415796,33.8685500728
0.57591318,3.24290918513
0.57710151,2.5166735593
0.58302921,5.22730353437
0.58489915,2.97799942342
0.58669035,4.05101347152
0.59129736,3.83242506996
0.59923681,4.82328972412
0.60795247,4.85003564704
0.60919865,9.60945561874
0.61007077,3.80385213078
0.61131566,2.58725877211
0.62451312,11.9742866749
0.62707223,12.0692706156
0.64062586,6.22667359334
0.64779889,2.70142700554
0.65353328,3.81804861603
0.66044116,12.5952124204
0.66516569,5.09914966349
0.67452181,2.12346412084
0.67469012,4.07992600321
0.67556356,3.48318754074
0.67841279,2.62057756085
0.67876846,2.08349379572
0.68331351,6.89264957546
0.68912944,18.4274707028
0.6919474,3.49235227461
0.6959826,5.02301521392
0.70251226,4.07616765651
0.71284743,7.60844416781
0.73376369,2.83168678409
0.73526176,13.9814554184
0.73925997,5.98235333852
0.74027682,3.18020763082
0.74414344,3.57573582088
0.74819416,5.05853560712
0.7483376,5.05960398141
0.74955145,3.21781342223
0.75365886,3.42102955096
0.76336743,2.78187367491
0.76371572,2.38469546887
0.7680913,2.36914194096
0.76996609,2.19201949457
0.77726559,3.198796625
0.77876619,3.68396797041
0.78330351,4.25905142182
0.78829915,2.26949899172
0.79461036,5.41867910265
0.83040956,4.2439415571
0.85672842,2.33650559186
0.86074778,3.58915810021
0.86323631,3.45953085686
0.87155526,3.01017296735
0.87647268,32.9259064802
0.8984894,2.64849723002
0.90078438,7.61814030651
0.90246293,2.80525322674
0.90504055,2.67552556169
0.9272158,2.30989428241
0.93321751,4.47557981746
0.93658369,4.58502947377
0.93811372,3.73097435574
0.94105546,3.61245489506
0.95616648,3.84660998041
0.96036386,2.76666424113
0.970044,4.1061959915
0.99024141,3.04709898634
0.99044285,2.85703192417
1.0019321,20.5253816088
1.0155243,6.27411602252
1.0644979,3.87060826758
1.0656916,32.3951353339
1.069175,7.31189258869
1.0746901,3.5578437753
1.086253,2.16572497939
1.0943964,2.82135800461
1.0948197,3.44246246058
1.0958763,6.0358009781
1.158486,2.38619872386
1.1652653,3.1561631412
1.1889647,4.29923939411
1.1948138,2.72295002997
1.1948837,6.66379164904
1.1976126,2.71555229456
1.2106967,5.85421765997
1.2210589,3.078936619
1.2384848,2.78646575265
1.247132,3.32120881541
1.2505006,23.3001981987
1.259041,2.15303684635
1.284118,2.71022751438
1.3069895,2.88260354583
1.3774473,3.50202226461
1.3915676,2.58561826793
1.4432392,2.79114018621
