zeta_46m,phi_c
0.59923681,5.61212339186
0.60795247,6.05156941208
0.60919865,4.73863269247
0.61007077,3.02400659267
0.61131566,2.85186998345
0.62451312,6.90156018307
0.62707223,2.81586201495
0.64062586,9.90639050324
0.64779889,2.94726434668
0.65353328,3.32512614352
0.66044116,3.83128647677
0.66516569,3.837338368
0.67452181,2.13451544373
0.67469012,4.0744166033
0.67556356,4.06727089618
0.67841279,2.74330524989
0.67876846,1.97430699512
0.68331351,2.7869254501
0.68912944,3.05186611123
0.6919474,3.96456403944
0.6959826,2.79113628255
0.70251226,3.53725940059
0.71284743,5.20835933433
0.73376369,3.40151386424
0.73526176,5.62702470767
0.73925997,4.19805083138
0.74027682,3.24596363881
0.74414344,4.18368688804
0.74819416,4.29526314629
0.7483376,8.80149136452
0.74955145,2.63249007018
0.75365886,3.67509580357
0.76336743,2.29265064006
0.76371572,2.95466050925
0.7680913,3.23223039395
0.76996609,2.70241424074
0.77726559,3.7666659772
0.77876619,2.95762675032
0.78330351,5.4543814617
0.78829915,2.46877879918
0.79461036,2.50855560033
0.83040956,4.08167963298
0.85672842,2.59614652191
0.86074778,4.07303595879
0.86323631,4.13777983087
0.87155526,2.30951246731
0.87647268,2.79427312955
0.8984894,2.75236911151
0.90078438,5.45142482077
0.90246293,3.34380530375
0.90504055,5.06055947908
0.9272158,2.44145280571
0.93321751,5.25143815076
0.93658369,214.098673167
0.93811372,3.70743005767
0.94105546,3.77720972067
0.95616648,3.58004687825
0.96036386,3.4147710994
0.970044,3.67313338087
0.99024141,3.43585181416
0.99044285,2.73779270651
1.0019321,3.37101102588
1.0155243,4.02357177485
1.0644979,3.58198909435
1.0656916,2.05679059367
1.069175,5.15760383816
1.0746901,4.80528206006
1.086253,2.61495588232
1.0943964,3.11436982986
1.0948197,3.83688281173
1.0958763,3.04569719445
1.158486,2.45529909328
1.1652653,3.4932684953
1.1889647,9.2726366257
1.1948138,3.00760895712
1.1948837,3.28521062611
1.1976126,3.43538691041
1.2106967,4.16409368982
1.2210589,3.8979894101
1.2384848,2.79150932395
1.247132,3.29601781937
1.2505006,2.33572748769
1.259041,2.17650103807
1.284118,2.83156024468
1.3069895,2.73139309422
1.3774473,3.89764297066
1.3915676,2.18895525485
1.4432392,3.29545786435
